web-scraper-order,web-scraper-start-url,container,container-href,Price,Created_date,Phone,Engine,Gearbox,Mileage,Year,Color,Body_type,Fuel_type,Air_condition,Drive_type,Condition,Model,Location
"1667573372-3945","https://www.garirbazar.com/buy-cars","62013 Toyota AquaDhakaPriceBDT 1,120,000Mileage53,624 kmN/A (Hybrid)AutomaticToyota Aqua Push Start 2013

Showroom Condition Papers Update Fitness 16/09/2022, Token 11/10/2022, G Edition

UTTARAPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-aqua-dhaka-dhaka-4729","BDT 1,120,000","April 11","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage53,624 km","Year2013","ColorWhite","Body TypeHatch","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Aqua","Dhaka"
"1667573375-3946","https://www.garirbazar.com/buy-cars","122015 KIA OptimaDhakaPriceBDT 2,980,000Mileage7,213 kmN/A (Petrol)AutomaticManufacturer :kia  Motor. Co. LTD

Series : KIA OPTIMA

model-2015

REG: 2016

Colour ;Grey

Options :SUNROOF 8 Air Bag, 4 ABS,4 Disk Brake, Digital Miter, Chilled cool  AC,DVD back camera original

Original Leather seat ,nice sound system beige interior, original body kit UVS & Tempered Glass, Aloy Rims With Tyre, Crystal Light With Hallogen Bulb, All Power & Full Option, All Papers R Up date.

BANANIPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-kia-optima-dhaka-dhaka-4730","BDT 2,980,000","April 11","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage7,213 km","Year2015","ColorGrey","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","KIA Optima","Dhaka"
"1667573378-3947","https://www.garirbazar.com/buy-cars","192014 Toyota PremioDhakaPriceBDT 2,375,000Mileage75,000 kmN/A (LPG)AutomaticManufacturer : Toyota Japan 

Series: PREMIO F EX PACKAGE

Model :2014

FACILITY 2018 NEW SHAPE

Registration :2016

Displacement : 1500 cc

Transmission : Automatic with OD 

Color :  100% original

Fuel System : Octane & LPG

Options  : PUSH START Idol Stop base interior, headlight Hid  Wooden Studying cruise control , wooden panel, optical meter ,DVD player Back Camera,Ac Super cool excellent AC, Cd, Tilt Power Steering, Disk Brake, Power Windows & Mirror, 4 ABS, 2 Airbag,  

Central ,Tempered Glass,Alloy Rim With New Tyre, All Power & Full Option,Tv navigation Back Camera, no accident history

All Papers R Up to date. 2022 December

UTTARA

Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-4731","BDT 2,375,000","April 11","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage75,000 km","Year2014","ColorSilver","Body TypeSedan","Fuel TypeLPG","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667573380-3948","https://www.garirbazar.com/buy-cars","82018 Toyota AllionDhakaPriceBDT 3,075,0001.5 L (Petrol)AutomaticTOYOTA ALLION, NZT260, A15, 4D, AT, AC, PS, PW, SRS, ABS, NAVI, PRECRASH SAFETY SYSTEM, YEAR 2018, 1490CC, SILVER COLOR, WINKER MIRROR, WOODEN PANEL, WOODEN STEERING, IDLING STOP, CHASSIS NO. NZT260-3214899, ENGINE TYPE:1NZ(PT 4)K-17,907,NORMAL KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-4732","BDT 3,075,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2018","ColorSilver","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Allion","Dhaka"
"1667573383-3949","https://www.garirbazar.com/buy-cars","62016 Toyota AllionDhakaPriceBDT 3,000,0001.5 L (Petrol)AutomaticTOYOTA ALLION, NZT260, A15, 4D, AT, AC, PS, PW, SRS, ABS, NAVI, YEAR 2016, NEW SHAPE, 1490CC, PEARL COLOR, WINKER MIRROR, WOODEN PANEL, WOODEN STEERING, IDLING STOP, CHASSIS NO. NZT260-3183322, ENGINE TYPE:1NZ,(PT 4)K-38,728,NORMAL KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-4733","BDT 3,000,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2016","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Allion","Dhaka"
"1667573385-3950","https://www.garirbazar.com/buy-cars","82018 Toyota AllionDhakaPriceBDT 3,675,0001.5 L (Petrol)AutomaticTOYOTA ALLION, NZT260, G-PLUS, LED HEAD LAMP, 4D, AT, AAC, PS, PW, SRS, ABS, FOG, NAVI, BACK MONITOR, AUDIO STEERING, PRECRASH SAFETY SYSTEM, HALF LEATHER BEIGE SEAT, YEAR 2018, NEW SHAPE, 1490CC, WINE(3T0) COLOR, POWER SEAT, WINKER MIRROR, WOODEN STEERING, WOODEN PANEL, IDLING STOP, BEIGE SEAT,CHASSIS NO. NZT260-3208323,  ENGINE TYPE:1NZ,(PT 4)K-29,470,SMART KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-4734","BDT 3,675,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2018","ColorOther","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Allion","Dhaka"
"1667573387-3951","https://www.garirbazar.com/buy-cars","19Toyota AllionDhakaPriceBDT 3,650,0001.5 L (Other)AutomaticTOYOTA ALLION, NZT260, G, 4D, AT, AAC, PS, PW, SRS, ABS, FOG, NAVI, BACK MONITOR, AUDIO STEERING, PRECRASH SAFETY SYSTEM, YEAR 2019, NEW SHAPE, 1490CC, WINE(3T0) COLOR, WINKER MIRROR, WOODEN STEERING, WOODEN PANEL, IDLING STOP, BEIGE SEAT, CHASSIS NO. NZT260-3220455, ENGINE TYPE:1NZ, (PT 5)K-20,105,SMART KEY Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-allion-dhaka-dhaka-4735","BDT 3,650,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","YearN/A","ColorMaroon","Body TypeSedan","Fuel TypeOther","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Allion","Dhaka"
"1667573390-3952","https://www.garirbazar.com/buy-cars","142017 Toyota AxioDhakaPriceBDT 2,490,0001.5 L (Hybrid)AutomaticTOYOTA COROLLA AXIO, HYBRID, NKE165, HYBRID, 4D, AT, AAC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, PRECRASH SAFETY SYSTEM, YEAR 2017, NEW SHAPE, 1490CC, PEARL COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NKE165-7170928,    ENGINE TYPE:1NZ-1LM, (PT 4)K-82,857,NORMAL KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4736","BDT 2,490,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2017","ColorWhite","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573393-3953","https://www.garirbazar.com/buy-cars","112017 Toyota AxioDhakaPriceBDT 2,600,0001.5 L (Petrol)AutomaticTOYOTA COROLLA AXIO, NRE161, G, 4D, AT, AAC, PS, PW, ABS, AIR BAG, FOG, NAVI, BACK MONITOR, AUDIO STEERING, PRECRASH SAFETY SYSTEM, YEAR 2017, NEW SHAPE, 1490CC, PEARL COLOR, NICKEL HANDLE, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0047848,ENGINE TYPE:2NR,  (PT 4) K-36,583,NORMAL KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4737","BDT 2,600,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2017","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573395-3954","https://www.garirbazar.com/buy-cars","132018 Toyota AxioDhakaPriceBDT 2,800,0001.5 L (Hybrid)AutomaticTOYOTA COROLLA AXIO, HYBRID, NKE165, G, 4D, AT, AAC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, AUDIO STEERING, PRECRASH SAFETY SYSTEM, YEAR 2018, 1490CC, BROWN COLOR, CRUISE CONTROL, NICKEL HANDLE, WINKER MIRROR, IDLING STOP, CHASSIS NO. NKE165-7182285, ENGINE TYPE:1NZ-1LM, (PT 3.5)   K-52,824 ,SMART KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4738","BDT 2,800,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2018","ColorBrown","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573397-3955","https://www.garirbazar.com/buy-cars","102017 Toyota AxioDhakaPriceBDT 2,600,0001.5 L (Hybrid)Automatic 

TOYOTA COROLLA AXIO, HYBRID, NKE165, G, 4D, AT, AAC, PS, PW, ABS, AIR BAG, CD, AUDIO STEERING, PRECRASH SAFETY SYSTEM,YEAR 2017, 1490CC, SILVER COLOR, NICKEL HANDLE, WINKER MIRROR, IDLING STOP, CHASSIS NO. NKE165-7145395,ENGINE TYPE:1NZ-1LM,(PT 4.5)K-3,800,OLD SHAPE,  NORMAL KEY Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4739","BDT 2,600,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2017","ColorSilver","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573400-3956","https://www.garirbazar.com/buy-cars","112018 Toyota AxioDhakaPriceBDT 2,750,0001.5 L (Petrol)AutomaticTOYOTA COROLLA AXIO, NRE161, G, LED HEAD LAMP, 4D, AT, AAC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, AUDIO STEERING, PRECRASH SAFETY SYSTEM, YEAR 2018, 1490CC, SILVER COLOR, NICKEL HANDLE, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0050605,ENGINE TYPE:2NR,(PT 4)K-11,604,SMART KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4740","BDT 2,750,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2018","ColorSilver","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Axio","Dhaka"
"1667573402-3957","https://www.garirbazar.com/buy-cars","92016 Toyota AxioDhakaPriceBDT 2,375,0001.5 L (Hybrid)AutomaticTOYOTA COROLLA AXIO, HYBRID, NKE165, G, LED HEAD LAMP, 4D, AT, AAC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, AUDIO STEERING, PRECRASH SAFETY SYSTEM, YEAR 2016, 1490CC, PEARL COLOR, NICKEL HANDLE, WINKER MIRROR, IDLING STOP, CHASSIS NO. NKE165-7137991, ENGINE TYPE:1NZ-1LM,(PT 4)K-98,955,SMART KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4741","BDT 2,375,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2016","ColorWhite","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573404-3958","https://www.garirbazar.com/buy-cars","82017 Toyota AxioDhakaPriceBDT 2,500,0001.5 L (Hybrid)AutomaticTOYOTA COROLLA AXIO, HYBRID, NKE165, HYBRID, 4D, AT, AAC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, YEAR 2017, 1490CC, SILVER COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NKE165-7161065,    ENGINE TYPE:1NZ-1LM,(PT 4.5)K-56,746,OLD SHAPE,NORMAL KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4742","BDT 2,500,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2017","ColorSilver","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573407-3959","https://www.garirbazar.com/buy-cars","122017 Toyota AxioDhakaPriceBDT 2,400,0001.5 L (Hybrid)AutomaticTOYOTA COROLLA AXIO, HYBRID, NKE165, HYBRID, 4D, AT, AAC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, PRECRASH SAFETY SYSTEM, YEAR 2017, 1490CC, WHITE COLOR, WINKER MIRROR, D-ALLOY WHEEL, IDLING STOP, CHASSIS NO. NKE165-7143839,    ENGINE TYPE:1NZ-1LM, (PT 4.5)K-60,636,OLD SHAPE,NORMAL KEY,Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4743","BDT 2,400,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2017","ColorWhite","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573410-3960","https://www.garirbazar.com/buy-cars","112017 Toyota AxioDhakaPriceBDT 2,600,0001.5 L (Hybrid)AutomaticTOYOTA COROLLA AXIO, HYBRID, NKE165, G, 4D, AT, AAC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, AUDIO STEERING, PRECRASH SAFETY SYSTEM, YEAR 2017, 1490CC, PEARL COLOR, NICKEL HANDLE, WINKER MIRROR, IDLING STOP, BEIGE SEAT, CHASSIS NO. NKE165-7149219,     ENGINE TYPE:1NZ-1LM, (PT 4.5)K-61,859,OLD SHAPE,SMART KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4744","BDT 2,600,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2017","ColorWhite","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573412-3961","https://www.garirbazar.com/buy-cars","82016 Toyota AxioDhakaPriceBDT 2,100,0001.5 L (Hybrid)AutomaticTOYOTA COROLLA AXIO, HYBRID, NKE165, HYBRID, 4D, AT, AAC, PS, PW, ABS, AIR BAG, H-CD, YEAR 2016, 1490CC, WHITE COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NKE165-7137167,    ENGINE TYPE:1NZ-1LM, (PT 4) K-73,307,NORMAL KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4745","BDT 2,100,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2016","ColorWhite","Body TypeSedan","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573415-3962","https://www.garirbazar.com/buy-cars","112017 Toyota AxioDhakaPriceBDT 2,600,000N/A (Petrol)AutomaticTOYOTA COROLLA AXIO, NRE161, X, 4D, AT, AC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, PRECRASH SAFETY SYSTEM, YEAR 2017,1490CC, PEARL COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0027580, ENGINE TYPE:2NR,(PT 4)K-59,107,OLD SHAPEPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4746","BDT 2,600,000","April 11","+880130 250 1001","EngineN/A","GearboxAutomatic","Year2017","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573417-3963","https://www.garirbazar.com/buy-cars","112018 Toyota AxioDhakaPriceBDT 2,700,0001.5 L (Petrol)ManualTOYOTA COROLLA AXIO, NRE161, X, 4D, AT, AC, PS, PW, ABS, AIR BAG, NAVI, BACK MONITOR, PRECRASH SAFETY SYSTEM, YEAR 2018,1490CC, BLACK COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0058619,    ENGINE TYPE:2NR, (PT 4)    K-45,617Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4747","BDT 2,700,000","April 11","+880130 250 1001","Engine1.5 L","GearboxManual","Year2018","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573420-3964","https://www.garirbazar.com/buy-cars","112014 Toyota PremioDhakaPriceBDT 2,250,000Mileage54,000 kmN/A (Petrol)AutomaticToyota Premio F EX FullLoad 2014

Registration : 2014 May

Mileage: 54000

Serial : 37 GAA

Engine : VVTI

Displacement : 1500 cc

Transmission : Automatic

Color : Gray 

Fuel System : Octane by born

📣Options :

Power seat, Idle stop, Push Start, Original HID HEADLIGHT, woodenly steering,, Steering power, Keyless  Entry ,CLIMATE CONTROL AC SYESTEM🌦ORIGINAL HEAD LIGHT 💡 Chilled Ac, FOG 🌫 ,  Matrix Metre, Excellent comfortable seat, CD, DVD, Power Steering, Disk Brake, Power Windows & Mirror, 4 ABS, Airbag, Central Lock, Tempered Glass,Alloy Rim With New Tyre, All Power & Full Option, Tv navigation Back Camera, All Papers R Up to date, Ownership transfer possible. 

FarmgatePosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-premio-dhaka-dhaka-4748","BDT 2,250,000","April 11","+880130 250 1001","EngineN/A","GearboxAutomatic","Mileage54,000 km","Year2014","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","Toyota Premio","Dhaka"
"1667573422-3965","https://www.garirbazar.com/buy-cars","112019 Toyota AxioDhakaPriceBDT 2,775,0001.5 L (Petrol)AutomaticTOYOTA COROLLA AXIO, NRE161, X, 4D, AT, AC, PS, PW, ABS, AIR BAG,  PRECRASH SAFETY SYSTEM, YEAR 2019, 1490CC, BLACK COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0072331,    ENGINE TYPE:2NR,   (PT 4)          K-40,589Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4749","BDT 2,775,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2019","ColorBlack","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionUsed","null","Toyota Axio","Dhaka"
"1667573424-3966","https://www.garirbazar.com/buy-cars","102017 Toyota AxioDhakaPriceBDT 2,500,0001.5 L (Petrol)AutomaticTOYOTA COROLLA AXIO, NRE161, X, 4D, AT, AC, PS, PW, ABS, AIR BAG, NAVI, YEAR 2017, 1490CC, SILVER COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0028656, ENGINE TYPE:2NR,(PT 4)K-71,280,Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4750","BDT 2,500,000","April 11","+880130 250 1001","Engine1.5 L","GearboxAutomatic","Year2017","ColorSilver","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573427-3967","https://www.garirbazar.com/buy-cars","102017 Toyota AxioDhakaPriceBDT 2,400,0001.5 L (Petrol)ManualTOYOTA COROLLA AXIO, NRE161,X-BUSINESS, 4D, AT, AC, PS, PW, ABS, AIR BAG, NAVI, YEAR 2017, 1490CC, WHITE COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0027536,ENGINE TYPE:2NR, (PT 3.5)   K-92,910,OLD SHAPEPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4751","BDT 2,400,000","April 11","+880130 250 1001","Engine1.5 L","GearboxManual","Year2017","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573429-3968","https://www.garirbazar.com/buy-cars","102017 Toyota AxioDhakaPriceBDT 2,600,0001.5 L (Petrol)ManualTOYOTA COROLLA AXIO, NRE161, X, 4D, AT, AC, PS, PW, ABS, AIR BAG, CD, PRECRASH SAFETY SYSTEM, YEAR 2017, NEW SHAPE, 1490CC, WHITE COLOR, WINKER MIRROR, IDLING STOP, CHASSIS NO. NRE161-0041585,ENGINE TYPE:2NR,(PT 4.5)     K-45,564 Posted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-axio-dhaka-dhaka-4752","BDT 2,600,000","April 11","+880130 250 1001","Engine1.5 L","GearboxManual","Year2017","ColorWhite","Body TypeSedan","Fuel TypePetrol","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota Axio","Dhaka"
"1667573432-3969","https://www.garirbazar.com/buy-cars","122017 Toyota CH-RDhakaPriceBDT 3,250,0001.8 L (Hybrid)AutomaticTOYOTA C-HR, HYBRID, ZYX10, G, LED HEAD LAMP, 5D, AT, AAC, PS, PW, AIR BAG, ABS, FOG, NAVI, BACK MONITOR, AUDIO STEERING, FULL BLACK LEATHER SEAT, SEAT HEATER, PRECRASH SAFETY SYSTEM, YEAR 2017, 1790CC, PEARL COLOR, BROWN DASH, RADAR CRUISE CONTROL, REAR SPOILER, WINKER MIRROR, WOODEN PANEL, ALLOY WHEEL, CHASSIS NO. ZYX10-2004517, ENGINE TYPE: 2ZR-1NM, (PT 4)K-26,792,SMART KEYPosted 7 months ago","https://www.garirbazar.com/en/vehicle_listings/ad-toyota-ch-r-dhaka-dhaka-4753","BDT 3,250,000","April 11","+880130 250 1001","Engine1.8 L","GearboxAutomatic","Year2017","ColorWhite","Body TypeSUV","Fuel TypeHybrid","Air ConYes","Drive TypeRight","ConditionImport","null","Toyota CH-R","Dhaka"
